sales_id,user_id,sale_date,payment_method,subtotal,discount,total_amount
84,2,2024-02-02 12:12:39,Cash,1000.0,0.0,1000.0
85,3,2024-02-03 10:16:37,GCash,3000.0,0.0,3000.0
86,3,2024-02-03 16:51:54,GCash,1900.0,0.0,1900.0
87,4,2024-02-05 15:21:48,Cash,360.0,0.0,360.0
88,3,2024-02-05 10:29:10,Credit Card,3700.0,0.0,3700.0
89,3,2024-02-06 10:06:42,GCash,995.0,0.0,995.0
90,4,2024-02-06 16:37:10,GCash,1800.0,0.0,1800.0
91,3,2024-02-06 10:26:20,GCash,700.0,0.0,700.0
92,4,2024-02-07 09:27:17,Cash,280.0,0.0,280.0
93,4,2024-02-08 12:40:17,Credit Card,700.0,0.0,700.0
94,3,2024-02-08 13:50:38,Credit Card,40.0,0.0,40.0
95,4,2024-02-08 08:32:19,Cash,700.0,0.0,700.0
96,2,2024-02-08 17:17:10,GCash,700.0,0.0,700.0
97,2,2024-02-08 12:19:31,GCash,150.0,0.0,150.0
98,2,2024-02-08 14:00:04,Cash,1060.0,0.0,1060.0
99,2,2024-02-09 13:56:48,GCash,500.0,0.0,500.0
100,4,2024-02-09 17:49:31,Cash,25.0,0.0,25.0
101,2,2024-02-09 16:09:00,Cash,30.0,0.0,30.0
102,3,2024-02-09 11:39:22,Cash,200.0,0.0,200.0
103,4,2024-02-09 08:34:36,GCash,1220.0,0.0,1220.0
104,4,2024-02-09 14:42:00,Cash,285.0,0.0,285.0
105,4,2024-02-10 15:07:50,Cash,1200.0,0.0,1200.0
106,2,2024-02-14 16:07:44,Cash,300.0,0.0,300.0
107,3,2024-02-15 13:41:33,Cash,400.0,0.0,400.0
108,2,2024-02-15 13:12:03,Cash,1095.0,0.0,1095.0
109,2,2024-02-15 13:32:22,GCash,100.0,0.0,100.0
110,4,2024-02-16 09:37:16,GCash,700.0,0.0,700.0
111,2,2024-02-16 08:57:28,Credit Card,2000.0,0.0,2000.0
112,3,2024-02-16 12:44:11,Bank Transfer,70.0,0.0,70.0
113,2,2024-02-16 16:54:30,Cash,2600.0,0.0,2600.0
114,2,2024-02-16 10:39:49,GCash,600.0,0.0,600.0
115,4,2024-02-16 10:39:37,GCash,1700.0,0.0,1700.0
116,2,2024-02-21 17:35:22,Cash,450.0,0.0,450.0
117,2,2024-02-22 13:46:04,Cash,450.0,0.0,450.0
118,2,2024-02-22 08:39:36,Cash,180.0,0.0,180.0
119,4,2024-02-22 13:49:47,GCash,420.0,0.0,420.0
120,2,2024-02-22 08:08:36,GCash,360.0,0.0,360.0
121,3,2024-02-22 17:03:33,Cash,200.0,0.0,200.0
122,2,2024-02-22 15:27:09,Cash,520.0,0.0,520.0
123,2,2024-02-22 14:48:16,GCash,650.0,0.0,650.0
124,4,2024-02-22 17:19:28,GCash,400.0,0.0,400.0
125,2,2024-02-22 17:42:54,Cash,300.0,0.0,300.0
126,3,2024-02-24 11:44:24,GCash,400.0,0.0,400.0
127,3,2024-02-24 10:46:23,Cash,300.0,0.0,300.0
128,2,2024-02-24 10:31:46,Cash,300.0,0.0,300.0
129,3,2024-02-26 14:53:46,Cash,100.0,0.0,100.0
130,4,2024-02-26 10:43:13,Cash,400.0,0.0,400.0
131,4,2024-02-26 13:34:17,GCash,50.0,0.0,50.0
132,2,2024-02-26 12:41:05,Cash,50.0,0.0,50.0
133,4,2024-02-26 13:34:32,Cash,400.0,0.0,400.0
134,2,2024-02-27 15:54:50,GCash,1900.0,0.0,1900.0
135,2,2024-03-01 14:38:11,GCash,300.0,0.0,300.0
136,3,2024-03-01 13:51:05,GCash,2000.0,0.0,2000.0
137,4,2024-03-01 13:51:16,Cash,700.0,0.0,700.0
138,4,2024-03-01 11:03:01,GCash,950.0,0.0,950.0
139,4,2024-03-05 11:17:19,Bank Transfer,300.0,0.0,300.0
140,2,2024-03-05 16:40:56,Cash,100.0,0.0,100.0
141,3,2024-03-05 14:39:08,Bank Transfer,100.0,0.0,100.0
142,4,2024-03-05 11:22:46,GCash,150.0,0.0,150.0
143,3,2024-03-05 08:49:45,GCash,300.0,0.0,300.0
144,2,2024-03-05 16:06:55,Cash,100.0,0.0,100.0
145,4,2024-03-07 12:23:27,Cash,1500.0,0.0,1500.0
146,2,2024-03-12 15:28:06,GCash,160.0,0.0,160.0
147,4,2024-03-12 12:08:20,Bank Transfer,240.0,0.0,240.0
148,2,2024-03-15 14:50:06,Cash,50.0,0.0,50.0
149,3,2024-03-15 10:02:35,GCash,1500.0,0.0,1500.0
150,2,2024-03-15 09:47:31,GCash,1500.0,0.0,1500.0
151,4,2024-03-15 13:54:13,Bank Transfer,1800.0,0.0,1800.0
152,4,2024-03-16 15:06:07,Cash,1800.0,0.0,1800.0
153,3,2024-03-16 14:26:26,Cash,1000.0,0.0,1000.0
154,3,2024-03-16 14:12:31,Cash,1500.0,0.0,1500.0
155,2,2024-03-18 09:50:34,Cash,720.0,0.0,720.0
156,4,2024-03-18 15:41:56,Bank Transfer,200.0,0.0,200.0
157,4,2024-03-19 10:18:36,Cash,900.0,0.0,900.0
158,2,2024-03-19 13:58:28,Cash,1100.0,0.0,1100.0
159,2,2024-03-19 08:11:25,GCash,200.0,0.0,200.0
160,2,2024-03-20 09:04:10,GCash,300.0,0.0,300.0
161,3,2024-03-20 13:24:44,Bank Transfer,850.0,0.0,850.0
162,2,2024-03-21 17:05:31,Cash,2200.0,0.0,2200.0
163,3,2024-03-21 08:34:52,Cash,300.0,0.0,300.0
164,4,2024-03-21 09:41:41,Cash,700.0,0.0,700.0
165,3,2024-03-23 10:52:57,Cash,1250.0,0.0,1250.0
166,4,2024-03-25 15:36:20,GCash,280.0,0.0,280.0
167,3,2024-03-26 12:02:33,Cash,1000.0,0.0,1000.0
168,3,2024-04-01 15:48:03,GCash,1850.0,0.0,1850.0
169,4,2024-04-02 12:30:57,Cash,2000.0,0.0,2000.0
170,3,2024-04-03 17:11:48,Credit Card,300.0,0.0,300.0
171,4,2024-04-11 08:38:56,GCash,250.0,0.0,250.0
172,2,2024-04-11 13:29:24,Cash,650.0,0.0,650.0
173,4,2024-04-12 17:22:39,GCash,400.0,0.0,400.0
174,4,2024-04-12 15:48:43,Cash,750.0,0.0,750.0
175,4,2024-04-12 10:37:08,GCash,1000.0,0.0,1000.0
176,2,2024-04-12 09:22:25,Cash,500.0,0.0,500.0
177,2,2024-04-12 14:49:38,Bank Transfer,150.0,0.0,150.0
178,2,2024-04-13 09:23:09,Cash,150.0,0.0,150.0
179,3,2024-04-13 10:55:31,Credit Card,1900.0,0.0,1900.0
180,3,2024-04-13 13:01:58,Cash,150.0,0.0,150.0
181,4,2024-04-17 13:26:42,Cash,850.0,0.0,850.0
182,2,2024-04-17 16:47:28,Cash,150.0,0.0,150.0
183,2,2024-04-17 11:32:16,Credit Card,150.0,0.0,150.0
184,4,2024-04-17 10:26:24,Cash,200.0,0.0,200.0
185,2,2024-04-17 11:30:59,Cash,180.0,0.0,180.0
186,4,2024-04-18 13:22:56,Cash,200.0,0.0,200.0
187,2,2024-04-18 12:51:20,Cash,1300.0,0.0,1300.0
188,3,2024-04-18 08:39:32,Bank Transfer,1100.0,0.0,1100.0
189,2,2024-04-19 13:57:59,GCash,150.0,0.0,150.0
190,3,2024-04-19 15:51:14,Cash,380.0,0.0,380.0
191,4,2024-04-19 13:58:16,Cash,2000.0,0.0,2000.0
192,4,2024-04-29 13:51:27,Cash,2000.0,0.0,2000.0
193,4,2024-04-29 14:27:28,Cash,2000.0,0.0,2000.0
194,4,2024-04-29 13:20:48,Cash,280.0,0.0,280.0
195,3,2024-04-29 10:15:40,GCash,240.0,0.0,240.0
196,4,2024-04-29 09:36:31,Bank Transfer,520.0,0.0,520.0
197,3,2024-04-29 08:23:15,Cash,50.0,0.0,50.0
198,2,2024-04-29 11:23:52,Bank Transfer,400.0,0.0,400.0
199,3,2024-04-30 10:42:24,GCash,320.0,0.0,320.0
200,3,2024-04-30 14:50:02,Cash,180.0,0.0,180.0
201,2,2024-04-30 11:47:39,Cash,260.0,0.0,260.0
202,2,2024-04-30 13:47:52,Cash,800.0,0.0,800.0
203,3,2024-04-30 14:48:45,Credit Card,400.0,0.0,400.0
204,3,2024-04-30 15:39:09,Cash,600.0,0.0,600.0
205,3,2024-05-06 12:06:55,Cash,300.0,0.0,300.0
206,4,2024-05-06 11:49:42,GCash,1500.0,0.0,1500.0
207,4,2024-05-10 11:48:33,Cash,1800.0,0.0,1800.0
208,4,2024-05-14 14:30:27,Bank Transfer,1400.0,0.0,1400.0
209,2,2024-05-14 08:19:57,GCash,600.0,0.0,600.0
210,4,2024-05-15 14:34:54,Bank Transfer,2000.0,0.0,2000.0
211,3,2024-05-15 13:48:16,GCash,200.0,0.0,200.0
212,2,2024-05-15 10:09:29,GCash,80.0,0.0,80.0
213,2,2024-05-15 09:16:36,Cash,240.0,0.0,240.0
214,3,2024-05-15 11:42:30,Cash,3200.0,0.0,3200.0
215,3,2024-05-15 13:39:45,GCash,2200.0,0.0,2200.0
216,2,2024-05-15 10:17:03,Cash,400.0,0.0,400.0
217,3,2024-05-15 14:47:04,Cash,70.0,0.0,70.0
218,4,2024-05-15 14:33:10,Bank Transfer,150.0,0.0,150.0
219,2,2024-05-15 14:20:47,Cash,300.0,0.0,300.0
220,2,2024-05-16 11:00:27,GCash,1500.0,0.0,1500.0
221,4,2024-05-16 09:51:49,Cash,4500.0,0.0,4500.0
222,2,2024-05-17 12:23:26,GCash,300.0,0.0,300.0
223,4,2024-05-17 11:30:33,GCash,1300.0,0.0,1300.0
224,3,2024-05-17 16:36:26,Cash,650.0,0.0,650.0
225,4,2024-05-18 17:54:55,GCash,650.0,0.0,650.0
226,2,2024-05-20 08:37:12,Cash,650.0,0.0,650.0
227,3,2024-05-20 08:41:41,GCash,400.0,0.0,400.0
228,4,2024-05-20 12:33:41,Cash,2050.0,0.0,2050.0
229,3,2024-05-20 14:35:22,GCash,300.0,0.0,300.0
230,3,2024-05-20 09:15:38,Cash,650.0,0.0,650.0
231,2,2024-05-20 12:32:48,GCash,600.0,0.0,600.0
232,2,2024-05-20 12:39:57,Bank Transfer,650.0,0.0,650.0
233,2,2024-05-20 14:20:31,GCash,650.0,0.0,650.0
234,3,2024-05-20 15:39:28,GCash,300.0,0.0,300.0
235,3,2024-05-22 11:40:40,Bank Transfer,300.0,0.0,300.0
236,2,2024-05-22 08:35:29,Cash,2600.0,0.0,2600.0
237,2,2024-05-22 09:45:59,Cash,1000.0,0.0,1000.0
238,3,2024-05-23 14:22:34,Bank Transfer,50.0,0.0,50.0
239,3,2024-05-23 13:22:41,GCash,100.0,0.0,100.0
240,2,2024-05-25 17:09:33,GCash,1400.0,0.0,1400.0
241,2,2024-05-27 08:42:46,GCash,550.0,0.0,550.0
242,2,2024-05-27 17:33:02,Cash,300.0,0.0,300.0
243,3,2024-05-27 16:30:48,GCash,700.0,0.0,700.0
244,2,2024-05-27 15:03:12,Cash,400.0,0.0,400.0
245,4,2024-05-27 15:35:12,GCash,250.0,0.0,250.0
246,3,2024-05-27 09:54:18,Cash,40.0,0.0,40.0
247,2,2024-05-30 11:03:02,Cash,600.0,0.0,600.0
248,3,2024-05-30 09:21:12,Cash,400.0,0.0,400.0
249,2,2024-05-30 13:27:04,Cash,500.0,0.0,500.0
250,2,2024-05-31 12:16:27,Cash,600.0,0.0,600.0
251,3,2024-06-03 13:09:27,Bank Transfer,100.0,0.0,100.0
252,3,2024-06-03 15:27:02,Credit Card,100.0,0.0,100.0
253,2,2024-06-03 17:59:57,Cash,360.0,0.0,360.0
254,3,2024-06-03 16:06:01,Cash,160.0,0.0,160.0
255,2,2024-06-03 08:10:26,GCash,650.0,0.0,650.0
256,2,2024-06-03 12:53:19,Cash,400.0,0.0,400.0
257,2,2024-06-03 10:53:55,Cash,600.0,0.0,600.0
258,2,2024-06-04 14:58:42,Bank Transfer,1800.0,0.0,1800.0
259,4,2024-06-04 12:05:17,Cash,400.0,0.0,400.0
260,3,2024-06-04 12:49:21,Credit Card,100.0,0.0,100.0
261,2,2024-06-04 15:37:08,Cash,1800.0,0.0,1800.0
262,4,2024-06-04 15:34:42,GCash,600.0,0.0,600.0
263,3,2024-06-04 15:50:24,Cash,300.0,0.0,300.0
264,2,2024-06-04 10:56:28,Cash,1300.0,0.0,1300.0
265,2,2024-06-05 12:49:50,Cash,230.0,0.0,230.0
266,2,2024-06-06 12:19:56,GCash,700.0,0.0,700.0
267,4,2024-06-06 08:38:58,Cash,380.0,0.0,380.0
268,3,2024-06-06 13:27:53,GCash,2000.0,0.0,2000.0
269,4,2024-06-07 14:28:32,Cash,350.0,0.0,350.0
270,4,2024-06-11 08:10:48,Cash,650.0,0.0,650.0
271,3,2024-06-11 12:27:22,Bank Transfer,1900.0,0.0,1900.0
272,4,2024-06-11 10:25:56,Cash,2100.0,0.0,2100.0
273,3,2024-06-13 09:01:47,Cash,200.0,0.0,200.0
274,4,2024-06-13 17:55:27,GCash,150.0,0.0,150.0
275,4,2024-06-13 14:26:25,Cash,1900.0,0.0,1900.0
276,2,2024-06-13 17:39:09,GCash,3800.0,0.0,3800.0
277,4,2024-06-13 12:06:18,GCash,600.0,0.0,600.0
278,4,2024-06-14 08:32:55,Cash,180.0,0.0,180.0
279,4,2024-06-14 11:38:45,GCash,560.0,0.0,560.0
280,4,2024-06-14 08:32:17,Cash,900.0,0.0,900.0
281,3,2024-06-15 10:30:04,Cash,250.0,0.0,250.0
282,2,2024-06-15 14:38:30,Credit Card,1200.0,0.0,1200.0
283,4,2024-06-15 13:50:46,Cash,700.0,0.0,700.0
284,3,2024-06-15 14:36:14,Cash,600.0,0.0,600.0
285,4,2024-06-15 10:00:57,Bank Transfer,300.0,0.0,300.0
286,2,2024-06-18 11:27:34,GCash,600.0,0.0,600.0
287,3,2024-06-18 11:25:06,Cash,1000.0,0.0,1000.0
288,4,2024-06-19 09:30:53,GCash,1950.0,0.0,1950.0
289,3,2024-06-19 17:42:46,Cash,150.0,0.0,150.0
290,4,2024-06-19 15:06:34,GCash,260.0,0.0,260.0
291,3,2024-06-19 12:48:01,GCash,250.0,0.0,250.0
292,4,2024-06-20 14:26:02,GCash,2000.0,0.0,2000.0
293,4,2024-06-24 10:31:07,GCash,130.0,0.0,130.0
294,4,2024-06-26 15:40:07,Cash,3000.0,0.0,3000.0
295,3,2024-06-26 13:29:17,GCash,1500.0,0.0,1500.0
296,2,2024-06-26 08:13:00,Cash,150.0,0.0,150.0
297,2,2024-06-26 17:25:59,GCash,600.0,0.0,600.0
298,4,2024-06-26 15:16:29,Cash,300.0,0.0,300.0
299,3,2024-06-26 16:07:03,Cash,2000.0,0.0,2000.0
300,2,2024-06-27 17:48:42,Cash,300.0,0.0,300.0
301,2,2024-06-27 14:34:27,Cash,650.0,0.0,650.0
302,2,2024-06-27 16:08:32,GCash,700.0,0.0,700.0
303,2,2024-06-28 16:16:26,Cash,320.0,0.0,320.0
304,3,2024-06-28 11:11:45,Bank Transfer,180.0,0.0,180.0
305,2,2024-07-03 15:30:10,Cash,3500.0,0.0,3500.0
306,3,2024-07-03 12:49:12,Cash,400.0,0.0,400.0
307,3,2024-07-03 14:38:58,GCash,1400.0,0.0,1400.0
308,2,2024-07-03 17:07:42,Cash,600.0,0.0,600.0
309,3,2024-07-03 12:43:14,Cash,1800.0,0.0,1800.0
310,3,2024-07-03 17:18:13,Cash,10000.0,0.0,10000.0
311,4,2024-07-03 09:44:54,Cash,1600.0,0.0,1600.0
312,3,2024-07-04 16:54:27,Cash,2300.0,0.0,2300.0
313,2,2024-07-04 15:30:32,Cash,2000.0,0.0,2000.0
314,2,2024-07-04 08:24:37,Cash,50.0,0.0,50.0
315,4,2024-07-04 14:59:42,Cash,50.0,0.0,50.0
316,3,2024-07-04 16:49:15,GCash,80.0,0.0,80.0
317,2,2024-07-04 17:45:44,Cash,300.0,0.0,300.0
318,3,2024-07-11 09:45:56,GCash,2000.0,0.0,2000.0
319,4,2024-07-11 11:34:40,Cash,2000.0,0.0,2000.0
320,4,2024-07-11 13:01:19,Cash,500.0,0.0,500.0
321,3,2024-07-12 16:35:48,Cash,400.0,0.0,400.0
322,2,2024-07-12 10:13:09,Cash,700.0,0.0,700.0
323,2,2024-07-13 10:56:52,Cash,850.0,0.0,850.0
324,4,2024-07-13 16:54:43,GCash,1400.0,0.0,1400.0
325,3,2024-07-13 17:52:08,Cash,700.0,0.0,700.0
326,3,2024-07-13 08:19:30,Cash,1050.0,0.0,1050.0
327,4,2024-07-13 17:51:05,Cash,1500.0,0.0,1500.0
328,3,2024-07-13 14:24:10,GCash,300.0,0.0,300.0
329,3,2024-07-13 08:32:27,Cash,100.0,0.0,100.0
330,4,2024-07-13 12:56:33,Cash,400.0,0.0,400.0
331,4,2024-07-15 11:31:06,GCash,1400.0,0.0,1400.0
332,3,2024-07-16 12:06:52,Cash,300.0,0.0,300.0
333,3,2024-07-16 17:44:35,Bank Transfer,30.0,0.0,30.0
334,2,2024-07-16 15:58:47,Cash,160.0,0.0,160.0
335,2,2024-07-16 17:15:56,Cash,80.0,0.0,80.0
336,4,2024-07-16 16:38:36,Cash,950.0,0.0,950.0
337,2,2024-07-19 14:32:30,Cash,250.0,0.0,250.0
338,2,2024-07-23 15:37:31,GCash,300.0,0.0,300.0
339,3,2024-07-23 09:47:10,Cash,500.0,0.0,500.0
340,2,2024-07-23 09:00:09,GCash,50.0,0.0,50.0
341,2,2024-07-23 08:53:07,GCash,900.0,0.0,900.0
342,3,2024-07-23 15:37:30,Cash,800.0,0.0,800.0
343,4,2024-07-26 10:19:31,GCash,280.0,0.0,280.0
344,2,2024-07-26 12:49:51,GCash,1250.0,0.0,1250.0
345,3,2024-07-26 17:37:44,Cash,350.0,0.0,350.0
346,2,2024-07-26 17:23:15,Cash,350.0,0.0,350.0
347,3,2024-07-26 16:50:48,Cash,400.0,0.0,400.0
348,4,2024-07-29 08:04:46,Cash,100.0,0.0,100.0
349,4,2024-07-29 12:25:45,GCash,180.0,0.0,180.0
350,4,2024-07-29 17:07:33,Cash,20.0,0.0,20.0
351,2,2024-07-30 15:46:27,Cash,1800.0,0.0,1800.0
352,3,2024-07-30 08:04:32,Cash,300.0,0.0,300.0
353,3,2024-07-30 17:09:52,Cash,5700.0,0.0,5700.0
354,4,2024-07-30 10:24:49,Cash,400.0,0.0,400.0
355,4,2024-07-30 10:53:32,Cash,200.0,0.0,200.0
356,4,2024-08-03 08:49:02,GCash,90.0,0.0,90.0
357,2,2024-08-03 16:55:40,GCash,80.0,0.0,80.0
358,2,2024-08-03 13:03:12,Credit Card,120.0,0.0,120.0
359,3,2024-08-03 10:49:00,Cash,240.0,0.0,240.0
360,3,2024-08-06 09:24:45,Credit Card,300.0,0.0,300.0
361,4,2024-08-06 11:42:29,Cash,200.0,0.0,200.0
362,3,2024-08-06 12:24:53,Cash,300.0,0.0,300.0
363,3,2024-08-07 08:51:05,GCash,1900.0,0.0,1900.0
364,4,2024-08-08 08:23:56,Cash,500.0,0.0,500.0
365,2,2024-08-08 09:17:12,Cash,150.0,0.0,150.0
366,3,2024-08-08 14:31:54,GCash,150.0,0.0,150.0
367,2,2024-08-08 13:01:18,Bank Transfer,150.0,0.0,150.0
368,2,2024-08-08 17:32:16,Cash,50.0,0.0,50.0
369,4,2024-08-08 08:33:34,Cash,50.0,0.0,50.0
370,4,2024-08-08 08:12:36,Cash,150.0,0.0,150.0
371,2,2024-08-10 13:08:04,GCash,1800.0,0.0,1800.0
372,4,2024-08-12 08:47:42,Cash,300.0,0.0,300.0
373,4,2024-08-12 09:50:42,Cash,420.0,0.0,420.0
374,4,2024-08-13 17:31:58,Bank Transfer,800.0,0.0,800.0
375,4,2024-08-16 15:08:23,Cash,650.0,0.0,650.0
376,3,2024-08-16 13:21:32,GCash,300.0,0.0,300.0
377,2,2024-08-16 09:54:13,Bank Transfer,900.0,0.0,900.0
378,4,2024-08-16 14:57:58,Cash,250.0,0.0,250.0
379,2,2024-08-16 10:10:57,Cash,700.0,0.0,700.0
380,3,2024-08-16 17:42:57,GCash,400.0,0.0,400.0
381,4,2024-08-19 10:55:39,GCash,3000.0,0.0,3000.0
382,3,2024-08-19 08:09:21,Cash,1500.0,0.0,1500.0
383,2,2024-08-28 13:41:20,Cash,400.0,0.0,400.0
384,2,2024-08-28 11:58:33,Cash,40.0,0.0,40.0
385,2,2024-08-28 16:06:07,Cash,200.0,0.0,200.0
386,3,2024-08-28 11:34:17,Cash,600.0,0.0,600.0
387,4,2024-08-28 15:17:29,Bank Transfer,180.0,0.0,180.0
388,4,2024-08-28 15:20:43,Cash,400.0,0.0,400.0
389,2,2024-08-28 15:18:46,Cash,350.0,0.0,350.0
390,4,2024-08-29 14:14:32,Credit Card,1900.0,0.0,1900.0
391,3,2024-08-29 14:09:30,GCash,250.0,0.0,250.0
392,4,2024-09-02 15:04:57,Cash,1100.0,0.0,1100.0
393,3,2024-09-02 13:35:18,Cash,700.0,0.0,700.0
394,3,2024-09-02 14:14:34,Cash,1900.0,0.0,1900.0
395,3,2024-09-03 11:37:06,Cash,200.0,0.0,200.0
396,4,2024-09-04 16:17:40,Cash,400.0,0.0,400.0
397,3,2024-09-04 09:26:13,Cash,300.0,0.0,300.0
398,2,2024-09-05 08:20:36,Bank Transfer,410.0,0.0,410.0
399,3,2024-09-05 16:08:47,GCash,80.0,0.0,80.0
400,4,2024-09-05 16:59:00,GCash,100.0,0.0,100.0
401,4,2024-09-06 12:38:09,Cash,900.0,0.0,900.0
402,3,2024-09-06 13:35:43,GCash,500.0,0.0,500.0
403,4,2024-09-11 14:18:58,Cash,1350.0,0.0,1350.0
404,2,2024-09-12 09:11:32,Bank Transfer,1750.0,0.0,1750.0
405,4,2024-09-14 08:03:43,Cash,300.0,0.0,300.0
406,3,2024-09-14 13:22:00,Cash,2000.0,0.0,2000.0
407,2,2024-09-14 11:47:24,Cash,150.0,0.0,150.0
408,3,2024-09-14 12:25:55,GCash,130.0,0.0,130.0
409,3,2024-09-14 09:05:11,Credit Card,250.0,0.0,250.0
