so_item_id,so_id,item_id,order_quantity,unit_price
131,131,24,8,1429.69
132,132,25,11,1118.93
133,133,25,10,1068.19
134,134,26,13,1429.76
135,135,26,11,1415.55
136,136,27,14,594.69
137,137,27,14,611.79
138,138,28,8,599.25
139,139,28,11,590.45
140,140,29,10,1323.04
141,141,29,14,1324.86
142,142,30,11,227.74
143,143,30,9,220.04
144,144,31,11,191.94
145,145,31,9,189.97
146,146,31,11,191.03
147,147,32,14,1384.6
148,148,32,8,1358.77
149,149,33,9,50.42
150,150,33,14,50.3
151,151,33,14,50.7
152,152,33,12,50.16
153,153,33,8,50.09
154,154,33,10,53.18
155,155,33,9,50.89
156,156,33,14,50.75
157,157,33,10,51.09
158,158,33,14,50.39
159,159,33,8,50.61
160,160,33,8,51.17
161,161,33,11,53.81
162,162,33,10,49.92
163,163,33,12,50.1
164,164,34,9,1625.88
165,165,34,13,1575.28
166,166,35,11,407.2
167,167,35,14,419.03
168,168,36,12,1427.87
169,169,36,9,1397.28
170,170,37,14,72.63
171,171,37,12,70.43
172,172,37,8,69.58
173,173,37,8,69.83
174,174,38,13,533.28
175,175,38,12,544.67
176,176,39,12,210.88
177,177,39,11,217.37
178,178,40,12,490.74
179,179,40,8,484.36
180,180,41,8,1438.75
181,181,41,10,1400.2
182,182,42,14,1281.46
183,183,42,11,1264.77
184,184,43,14,2255.97
185,185,43,14,2243.74
186,186,44,10,1381.72
187,187,44,10,1424.37
188,188,45,10,1428.39
189,189,45,12,1403.99
190,190,46,8,625.64
191,191,46,13,639.83
192,192,47,14,1394.01
193,193,47,13,1320.74
194,194,48,11,221.12
195,195,48,13,219.31
196,196,49,13,1243.73
197,197,49,11,1256.21
198,198,50,13,2596.17
199,199,50,11,2689.06
200,200,51,12,573.67
201,201,51,14,565.58
202,202,52,8,2583.19
203,203,52,11,2631.99
204,204,53,12,2223.09
205,205,53,14,2306.81
206,206,54,9,97.92
207,207,54,8,98.03
208,208,54,9,97.21
209,209,55,11,243.17
210,210,55,12,234.58
211,211,56,9,1221.91
212,212,56,14,1276.8
213,213,57,11,398.56
214,214,57,12,400.53
215,215,58,10,193.16
216,216,58,11,187.83
217,217,58,8,196.65
218,218,59,11,46.61
219,219,59,11,49.77
220,220,59,12,49.56
221,221,59,13,49.89
222,222,59,14,47.37
223,223,59,11,49.72
224,224,60,11,2419.4
225,225,60,9,2344.16
226,226,61,11,552.2
227,227,61,8,570.78
228,228,62,11,72.41
229,229,62,9,69.9
230,230,62,11,70.65
231,231,62,11,71.97
232,232,62,11,74.88
233,233,62,11,73.66
234,234,62,12,70.16
235,235,62,14,70.73
236,236,62,9,70.11
237,237,62,12,74.48
238,238,63,10,48.05
239,239,63,9,47.09
240,240,63,10,47.6
241,241,63,14,47.07
242,242,63,8,46.95
243,243,63,10,48.03
244,244,64,10,128.24
245,245,64,8,125.96
246,246,65,9,2349.55
247,247,65,9,2218.28
248,248,66,9,2328.51
249,249,66,13,2332.44
250,250,67,13,157.85
251,251,67,10,153.79
252,252,68,13,377.66
253,253,68,12,387.58
254,254,69,10,102.27
255,255,69,8,98.44
256,256,70,10,1353.49
257,257,70,13,1373.36
258,258,71,14,1861.99
259,259,71,8,1808.92
260,260,72,9,25.96
261,261,72,9,26.22
262,262,72,9,26.69
263,263,72,10,27.18
264,264,72,13,27.59
265,265,73,11,194.98
266,266,73,8,191.68
267,267,74,8,13.42
268,268,74,9,13.59
269,269,74,13,13.57
270,270,74,11,13.11
271,271,74,9,13.25
272,272,74,13,13.78
273,273,74,14,13.91
274,274,74,11,13.14
275,275,74,10,13.67
276,276,74,9,13.34
277,277,74,8,13.77
278,278,74,12,13.13
279,279,74,8,13.24
280,280,74,10,13.35
281,281,74,8,13.23
282,282,75,13,188.61
283,283,75,13,196.56
284,284,76,13,164.8
285,285,76,10,166.06
286,286,76,14,169.6
287,287,76,8,167.79
288,288,76,9,169.28
289,289,76,14,160.25
290,290,76,9,160.11
291,291,76,10,167.74
292,292,76,9,170.14
293,293,77,10,423.38
294,294,77,12,400.52
295,295,78,8,63.11
296,296,78,10,65.14
297,297,79,13,163.03
298,298,79,14,161.6
299,299,80,11,551.62
300,300,80,8,543.91
301,301,81,13,818.97
302,302,81,8,813.26
303,303,82,12,1383.54
304,304,82,14,1394.44
305,305,83,14,116.25
306,306,83,13,109.84
307,307,84,8,73.41
308,308,84,10,72.78
309,309,84,8,74.1
310,310,85,9,111.97
311,311,85,10,114.75
312,312,86,11,69.36
313,313,86,8,73.91
314,314,86,10,70.46
315,315,86,11,73.96
316,316,87,9,1368.44
317,317,87,13,1330.98
318,318,88,12,833.68
319,319,88,13,834.16
320,320,89,9,336.37
321,321,89,11,342.24
322,322,90,12,493.75
323,323,90,9,489.36
324,324,91,8,1574.97
325,325,91,8,1528.32
326,326,92,14,627.88
327,327,92,13,629.75
328,328,93,11,1441.34
329,329,93,11,1483.9
330,330,94,14,1344.01
331,331,94,13,1388.73
332,332,95,10,1381.05
333,333,95,12,1430.41
334,334,96,12,1375.19
335,335,96,10,1368.91
336,336,97,13,632.35
337,337,97,9,635.42
338,338,98,9,195.01
339,339,98,14,192.22
340,340,99,10,1313.26
341,341,99,13,1289.19
342,342,100,10,327.2
343,343,100,12,328.56
344,344,101,14,1385.46
345,345,101,12,1430.81
346,346,102,10,54.46
347,347,102,8,52.0
348,348,102,11,54.48
349,349,103,14,257.44
350,350,103,13,259.23
351,351,104,12,1486.62
352,352,104,13,1442.9
353,353,105,8,1394.14
354,354,105,11,1406.87
355,355,106,9,1065.97
356,356,106,11,1089.64
357,357,107,13,599.1
358,358,107,8,601.46
359,359,108,9,638.82
360,360,108,14,673.27
361,361,109,13,46.57
362,362,109,8,47.15
363,363,109,11,48.0
364,364,110,9,1336.57
365,365,110,9,1318.03
366,366,111,11,1137.9
367,367,111,8,1086.6
368,368,112,11,1336.88
369,369,112,14,1267.31
370,370,113,8,1080.53
371,371,113,10,1101.15
372,372,114,10,1193.99
373,373,114,10,1186.75
374,374,115,10,1270.62
375,375,115,8,1290.87
376,376,116,14,1096.25
377,377,116,11,1118.37
378,378,117,13,87.45
379,379,117,13,91.42
380,380,118,11,1269.42
381,381,118,11,1296.85
382,382,119,10,574.01
383,383,119,8,538.82
384,384,120,8,1205.84
385,385,120,12,1146.48
386,386,121,14,1278.2
387,387,121,10,1306.43
388,388,122,14,1127.27
389,389,122,11,1165.35
390,390,123,9,1068.44
391,391,123,10,1045.79
392,392,124,13,481.08
393,393,124,9,487.53
394,394,125,10,1015.96
395,395,125,11,1055.39
396,396,126,9,504.64
397,397,126,11,515.06
398,398,127,10,1072.1
399,399,127,11,1093.21
400,400,128,14,494.39
401,401,128,8,513.95
402,402,129,9,958.94
403,403,129,12,930.0
404,404,130,12,69.84
405,405,130,13,69.66
406,406,130,11,73.0
407,407,131,11,251.88
408,408,131,9,241.67
409,409,132,10,105.67
410,410,132,12,109.83
411,411,133,8,91.48
412,412,133,11,91.87
413,413,134,14,867.87
414,414,134,9,912.13
415,415,135,9,70.54
416,416,135,13,71.81
417,417,136,14,242.14
418,418,136,9,249.4
419,419,137,11,46.39
420,420,137,10,45.22
421,421,138,13,1001.66
422,422,138,10,988.32
423,423,139,8,970.91
424,424,139,13,954.59
425,425,140,10,416.0
426,426,140,9,417.78
427,427,140,9,422.61
428,428,140,8,423.71
429,429,141,12,23.76
430,430,141,9,24.44
431,431,141,13,25.03
432,432,141,12,25.67
433,433,141,11,24.83
434,434,141,13,25.38
435,435,141,12,24.64
436,436,142,13,944.64
437,437,142,10,1004.37
438,438,143,11,324.48
439,439,143,8,327.11
440,440,144,10,52.8
441,441,144,10,52.49
442,442,144,11,53.76
443,443,145,11,80.49
444,444,145,10,79.96
445,445,146,9,69.43
446,446,146,10,70.59
447,447,147,13,199.96
448,448,147,14,198.18
449,449,148,13,276.76
450,450,148,11,273.95
451,451,149,8,387.28
452,452,149,8,394.89
453,453,150,13,854.15
454,454,150,9,863.19
455,455,151,14,40.87
456,456,151,8,40.55
457,457,151,13,40.6
458,458,152,9,690.23
459,459,152,11,726.98
460,460,153,11,366.79
461,461,153,11,360.92
462,462,154,14,790.48
463,463,154,11,762.62
464,464,155,10,159.84
465,465,155,12,162.22
466,466,156,10,74.4
467,467,156,9,71.44
468,468,157,9,200.27
469,469,157,10,187.38
470,470,158,12,756.99
471,471,158,12,765.42
472,472,159,14,108.37
473,473,159,11,111.8
474,474,160,13,722.19
475,475,160,12,738.11
476,476,161,14,793.83
477,477,161,9,770.82
478,478,162,11,32.34
479,479,162,10,32.53
480,480,162,8,34.23
481,481,163,8,221.55
482,482,163,14,236.08
483,483,164,14,235.45
484,484,164,8,234.81
485,485,165,13,624.92
486,486,165,9,621.97
487,487,166,10,636.61
488,488,166,12,662.16
489,489,167,9,225.1
490,490,167,8,226.34
491,491,168,11,619.86
492,492,168,11,628.0
493,493,169,11,26.47
494,494,169,12,28.11
495,495,169,14,27.93
496,496,169,10,26.76
497,497,170,12,698.35
498,498,170,8,728.02
499,499,171,14,650.38
500,500,171,14,660.06
501,501,172,9,152.68
502,502,172,13,161.62
503,503,173,11,598.93
504,504,173,12,576.31
505,505,174,13,616.67
506,506,174,12,617.51
507,507,175,14,318.51
508,508,175,9,321.26
509,509,176,14,537.85
510,510,176,9,568.82
511,511,177,11,589.98
512,512,177,13,592.37
513,513,178,10,708.62
514,514,178,14,672.54
515,515,179,11,624.7
516,516,179,11,652.05
517,517,180,11,609.56
518,518,180,14,604.77
519,519,181,8,723.98
520,520,181,11,687.64
521,521,182,8,333.73
522,522,182,11,333.52
523,523,183,10,583.31
524,524,183,14,619.11
525,525,184,11,164.72
526,526,184,12,168.06
527,527,184,9,167.4
528,528,184,9,162.38
529,529,185,8,279.76
530,530,185,9,282.3
531,531,186,11,275.78
532,532,186,11,282.45
533,533,186,12,278.74
534,534,186,12,269.17
535,535,187,12,203.87
536,536,187,12,218.26
537,537,188,13,25.09
538,538,188,14,24.64
539,539,188,12,25.04
540,540,189,14,559.26
541,541,189,13,549.11
542,542,190,9,118.53
543,543,190,13,120.02
544,544,191,9,143.37
545,545,191,8,136.52
546,546,192,10,74.99
547,547,192,13,79.01
548,548,193,8,555.46
549,549,193,9,539.88
550,550,194,9,295.96
551,551,194,14,283.66
552,552,195,9,582.17
553,553,195,8,567.3
554,554,196,9,86.72
555,555,196,14,89.0
556,556,196,8,88.07
557,557,196,12,92.89
558,558,197,9,568.84
559,559,197,13,596.11
560,560,198,12,82.42
561,561,198,10,81.37
562,562,199,10,89.89
563,563,199,9,93.44
564,564,200,13,522.23
565,565,200,10,502.96
566,566,201,8,74.17
567,567,201,10,73.94
568,568,202,10,6.75
569,569,202,13,6.48
570,570,202,12,6.55
571,571,202,10,6.65
572,572,202,11,6.58
573,573,202,8,6.9
574,574,202,14,6.49
575,575,202,9,6.65
576,576,202,9,6.62
577,577,202,12,6.97
578,578,202,14,6.77
579,579,203,14,243.53
580,580,203,14,237.65
581,581,204,8,241.37
582,582,204,10,236.46
583,583,205,9,456.66
584,584,205,13,441.44
585,585,206,10,267.09
586,586,206,13,266.03
587,587,207,8,475.57
588,588,207,9,495.81
589,589,208,9,474.64
590,590,208,11,481.92
591,591,209,13,531.13
592,592,209,14,531.16
593,593,210,10,238.61
594,594,210,13,243.96
595,595,211,13,242.14
596,596,211,12,235.22
597,597,212,8,244.1
598,598,212,11,238.82
599,599,213,10,444.22
600,600,213,10,467.8
601,601,214,10,491.64
602,602,214,11,493.63
603,603,215,14,82.32
604,604,215,11,83.49
605,605,216,8,206.69
606,606,216,10,214.3
607,607,217,10,204.75
608,608,217,14,202.33
609,609,218,14,446.68
610,610,218,14,443.14
611,611,219,12,409.52
612,612,219,12,416.59
613,613,220,11,488.47
614,614,220,14,475.02
615,615,221,10,222.03
616,616,221,13,228.26
617,617,222,12,203.07
618,618,222,10,202.01
619,619,223,10,379.83
620,620,223,12,390.78
621,621,224,11,177.45
622,622,224,14,184.17
623,623,225,14,366.07
624,624,225,12,357.4
625,625,226,9,217.1
626,626,226,13,211.84
627,627,227,11,71.89
628,628,227,11,72.68
629,629,228,14,70.94
630,630,228,13,74.66
631,631,229,11,365.58
632,632,229,13,346.78
633,633,230,8,190.59
634,634,230,8,190.21
635,635,231,13,165.48
636,636,231,10,158.83
637,637,232,12,375.16
638,638,232,9,393.31
639,639,233,11,127.53
640,640,233,12,128.46
641,641,234,14,339.78
642,642,234,8,337.49
643,643,235,14,187.36
644,644,235,11,198.99
645,645,236,11,135.89
646,646,236,8,139.61
647,647,236,14,135.68
648,648,236,12,133.81
649,649,237,12,319.42
650,650,237,11,317.72
651,651,238,12,393.42
652,652,238,11,392.06
653,653,239,11,185.53
654,654,239,14,174.34
655,655,240,12,395.26
656,656,240,12,398.68
657,657,241,9,382.83
658,658,241,9,392.32
659,659,242,14,150.04
660,660,242,13,151.84
661,661,243,12,167.48
662,662,243,12,164.7
663,663,243,13,171.32
664,664,243,10,163.37
665,665,243,12,169.19
666,666,243,12,160.36
667,667,243,11,169.22
668,668,243,11,161.93
669,669,243,8,167.18
670,670,243,10,168.22
671,671,243,11,158.59
672,672,243,12,165.51
673,673,243,12,162.13
674,674,243,13,166.84
675,675,243,10,164.11
676,676,244,11,185.94
677,677,244,11,182.89
678,678,245,13,28.32
679,679,245,12,30.08
680,680,246,9,103.86
681,681,246,11,107.91
682,682,247,9,61.45
683,683,247,10,63.05
684,684,248,12,105.27
685,685,248,14,106.56
686,686,249,8,29.5
687,687,249,10,28.6
688,688,250,11,333.01
689,689,250,8,336.63
690,690,251,9,344.78
691,691,251,14,353.94
692,692,252,9,126.94
693,693,252,13,126.53
694,694,253,8,79.69
695,695,253,9,78.71
696,696,254,10,78.24
697,697,254,14,77.05
698,698,255,14,71.34
699,699,255,10,72.51
700,700,256,14,299.49
701,701,256,8,310.69
702,702,257,12,327.04
703,703,257,13,328.72
704,704,258,8,160.77
705,705,258,10,161.25
706,706,259,9,111.85
707,707,259,13,113.42
708,708,260,8,63.55
709,709,260,10,67.17
710,710,261,13,64.34
711,711,261,14,64.06
712,712,262,11,323.54
713,713,262,12,337.12
714,714,263,11,322.8
715,715,263,11,331.8
716,716,264,13,22.15
717,717,264,14,23.36
718,718,265,10,337.56
719,719,265,9,321.27
720,720,266,11,155.4
721,721,266,14,147.75
722,722,267,8,53.93
723,723,267,11,52.81
724,724,268,11,305.14
725,725,268,9,291.48
726,726,268,14,303.34
727,727,268,8,290.99
728,728,269,11,148.73
729,729,269,13,150.02
730,730,270,8,25.12
731,731,270,14,23.94
732,732,270,11,25.42
733,733,271,12,296.58
734,734,271,8,290.9
735,735,272,8,30.46
736,736,272,12,32.54
737,737,273,12,47.69
738,738,273,11,48.82
739,739,274,9,32.31
740,740,274,14,32.87
741,741,275,9,57.73
742,742,275,14,57.83
743,743,276,11,55.62
744,744,276,12,55.83
745,745,277,11,252.08
746,746,277,8,264.24
747,747,278,10,44.44
748,748,278,12,46.02
749,749,279,13,142.97
750,750,279,14,145.8
751,751,280,11,22.36
752,752,280,11,22.68
753,753,281,14,134.42
754,754,281,10,140.29
755,755,282,14,36.78
756,756,282,8,35.22
757,757,283,12,186.48
758,758,283,14,185.25
759,759,284,9,288.15
760,760,284,12,282.33
761,761,285,8,61.88
762,762,285,8,58.01
763,763,286,8,216.73
764,764,286,14,211.52
765,765,287,8,234.46
766,766,287,9,238.46
767,767,288,8,228.65
768,768,288,13,221.38
769,769,289,11,173.75
770,770,289,8,174.91
771,771,290,8,232.14
772,772,290,12,246.57
773,773,291,10,174.87
774,774,291,10,175.22
775,775,292,10,185.92
776,776,292,8,176.78
777,777,293,8,241.65
778,778,293,9,244.51
779,779,294,10,64.39
780,780,294,11,62.4
781,781,295,8,56.89
782,782,295,12,54.46
783,783,296,13,132.51
784,784,296,14,127.74
785,785,297,12,263.97
786,786,297,8,254.12
787,787,298,8,231.35
788,788,298,8,233.27
789,789,299,9,221.41
790,790,299,11,223.39
791,791,300,12,249.23
792,792,300,10,238.79
793,793,301,12,251.97
794,794,301,12,254.56
795,795,302,10,47.2
796,796,302,11,49.65
797,797,303,9,181.65
798,798,303,10,179.13
799,799,304,14,244.29
800,800,304,14,235.77
801,801,305,14,38.61
802,802,305,9,37.27
803,803,306,9,211.28
804,804,306,14,220.2
805,805,307,10,135.01
806,806,307,10,131.8
807,807,308,13,83.54
808,808,308,9,85.88
809,809,309,10,176.59
810,810,309,10,170.23
811,811,310,13,119.09
812,812,310,14,128.09
813,813,311,14,206.55
814,814,311,11,206.21
815,815,312,13,54.31
816,816,312,11,53.42
817,817,313,10,112.55
818,818,313,9,117.35
819,819,314,14,73.11
820,820,314,11,70.47
821,821,315,11,116.14
822,822,315,11,113.83
823,823,316,12,82.24
824,824,316,11,83.37
825,825,317,11,108.88
826,826,317,13,105.35
827,827,318,11,32.31
828,828,318,14,30.65
829,829,319,8,32.61
830,830,319,10,32.21
831,831,320,8,212.99
832,832,320,11,212.86
833,833,321,10,153.28
834,834,321,11,163.11
835,835,322,12,223.17
836,836,322,10,225.87
837,837,323,8,31.92
838,838,323,13,30.44
839,839,324,9,228.67
840,840,324,8,223.63
841,841,325,8,217.37
842,842,325,13,208.33
843,843,326,11,231.14
844,844,326,9,233.62
845,845,327,10,159.48
846,846,327,8,158.9
847,847,328,10,189.99
848,848,328,14,193.11
849,849,329,14,30.53
850,850,329,9,30.52
851,851,330,10,36.4
852,852,330,9,36.58
853,853,331,11,48.49
854,854,331,13,46.49
855,855,332,11,171.25
856,856,332,12,170.85
857,857,333,14,45.3
858,858,333,14,43.4
859,859,334,12,185.57
860,860,334,9,179.4
861,861,335,8,183.64
862,862,335,8,176.25
863,863,336,13,162.75
864,864,336,13,161.76
865,865,337,11,90.04
866,866,337,13,86.97
867,867,338,11,187.2
868,868,338,8,195.23
869,869,339,13,198.05
870,870,339,9,191.31
871,871,340,9,200.24
872,872,340,11,196.81
873,873,341,10,67.72
874,874,341,12,69.81
875,875,342,8,190.95
876,876,342,12,202.73
877,877,343,12,133.83
878,878,343,14,131.88
879,879,344,12,140.05
880,880,344,9,135.8
881,881,345,8,18.3
882,882,345,9,17.82
883,883,346,12,169.12
884,884,346,12,162.27
885,885,347,11,52.92
886,886,347,11,53.22
887,887,348,13,200.97
888,888,348,8,202.28
889,889,349,9,163.76
890,890,349,14,160.24
891,891,350,10,201.11
892,892,350,14,198.51
893,893,351,13,80.8
894,894,351,12,83.17
895,895,352,9,189.82
896,896,352,12,194.48
897,897,353,10,91.4
898,898,353,14,87.15
899,899,354,12,164.31
900,900,354,8,164.63
901,901,355,9,84.63
902,902,355,14,80.12
903,903,356,13,195.99
904,904,356,9,188.07
905,905,357,11,13.04
906,906,357,10,12.93
907,907,358,8,123.56
908,908,358,13,129.3
909,909,359,14,168.06
910,910,359,10,170.77
911,911,360,9,167.31
912,912,360,12,164.54
913,913,361,12,156.28
914,914,361,9,151.7
915,915,362,12,62.94
916,916,362,14,64.97
917,917,363,12,182.65
918,918,363,11,186.31
919,919,364,12,39.78
920,920,364,9,40.01
921,921,365,12,79.77
922,922,365,8,81.04
923,923,366,11,85.98
924,924,366,9,82.81
925,925,367,10,156.75
926,926,367,12,159.68
927,927,368,10,148.23
928,928,368,10,150.33
929,929,369,8,132.86
930,930,369,12,134.09
931,931,370,8,147.98
932,932,370,12,154.04
933,933,371,10,153.77
934,934,371,13,153.43
935,935,372,9,138.03
936,936,372,14,140.0
937,937,373,10,22.35
938,938,373,8,22.83
939,939,374,13,160.43
940,940,374,10,166.93
941,941,375,10,160.56
942,942,375,13,167.81
943,943,376,14,136.73
944,944,376,10,132.99
945,945,377,14,167.56
946,946,377,9,156.99
947,947,378,14,144.82
948,948,378,11,152.29
949,949,379,13,157.32
950,950,379,9,168.1
951,951,380,14,108.87
952,952,380,11,115.29
953,953,381,10,133.69
954,954,381,8,136.56
955,955,382,11,161.18
956,956,382,8,164.64
957,957,383,13,109.85
958,958,383,8,115.94
959,959,384,14,34.27
960,960,384,8,33.6
961,961,385,9,154.16
962,962,385,13,145.97
963,963,386,12,153.02
964,964,386,13,145.79
965,965,387,13,74.23
966,966,387,8,74.15
967,967,388,8,52.72
968,968,388,10,53.29
969,969,389,12,138.8
970,970,389,9,140.46
971,971,390,10,34.59
972,972,390,11,34.67
973,973,391,9,65.39
974,974,391,11,63.89
975,975,392,9,153.33
976,976,392,11,154.1
977,977,393,12,148.62
978,978,393,11,144.2
979,979,394,9,51.96
980,980,394,10,52.63
981,981,395,11,124.05
982,982,395,8,122.97
983,983,396,12,128.22
984,984,396,9,126.97
985,985,397,9,134.88
986,986,397,9,133.29
987,987,398,11,86.67
988,988,398,14,88.91
989,989,399,9,57.08
990,990,399,14,55.13
991,991,400,12,65.42
992,992,400,13,67.17
993,993,401,9,86.73
994,994,401,11,92.22
995,995,402,9,106.62
996,996,402,8,107.73
997,997,403,8,89.46
998,998,403,9,90.46
999,999,404,12,125.85
1000,1000,404,12,130.24
1001,1001,405,9,121.68
1002,1002,405,8,115.76
1003,1003,406,8,56.05
1004,1004,406,14,56.27
1005,1005,407,11,111.18
1006,1006,407,8,111.81
1007,1007,408,13,130.82
1008,1008,408,8,128.72
1009,1009,409,12,130.06
1010,1010,409,11,134.38
1011,1011,410,12,54.94
1012,1012,410,13,56.88
1013,1013,411,9,130.94
1014,1014,411,10,126.01
1015,1015,412,10,9.29
1016,1016,412,8,9.14
1017,1017,413,10,9.3
1018,1018,413,10,8.96
1019,1019,414,12,67.45
1020,1020,414,14,65.53
1021,1021,415,10,107.64
1022,1022,415,9,107.5
1023,1023,416,13,28.17
1024,1024,416,8,26.45
1025,1025,417,9,109.9
1026,1026,417,11,108.76
1027,1027,418,12,119.37
1028,1028,418,12,119.99
1029,1029,419,11,96.31
1030,1030,419,8,97.1
1031,1031,420,14,83.99
1032,1032,420,8,82.42
1033,1033,421,8,41.13
1034,1034,421,8,41.09
1035,1035,422,13,114.03
1036,1036,422,11,115.33
1037,1037,423,11,111.91
1038,1038,423,11,106.95
1039,1039,423,13,106.27
1040,1040,423,9,104.09
1041,1041,424,8,80.74
1042,1042,424,9,80.6
1043,1043,425,12,49.76
1044,1044,425,9,49.25
1045,1045,426,12,110.45
1046,1046,426,10,105.39
1047,1047,427,12,50.06
1048,1048,427,10,48.98
1049,1049,428,8,51.15
1050,1050,428,12,48.57
1051,1051,429,9,15.32
1052,1052,429,9,15.75
1053,1053,430,12,51.36
1054,1054,430,13,51.01
1055,1055,431,14,51.33
1056,1056,431,11,53.54
1057,1057,432,10,34.62
1058,1058,432,13,35.35
1059,1059,433,10,36.11
1060,1060,433,8,35.59
1061,1061,434,8,103.08
1062,1062,434,9,105.87
1063,1063,435,12,72.94
1064,1064,435,14,72.42
1065,1065,436,12,25.02
1066,1066,436,8,26.12
1067,1067,437,10,96.28
1068,1068,437,11,96.27
1069,1069,438,9,97.63
1070,1070,438,14,94.42
1071,1071,439,13,81.32
1072,1072,439,9,84.95
1073,1073,439,12,84.26
1074,1074,439,11,82.95
1075,1075,440,13,99.85
1076,1076,440,14,101.37
1077,1077,441,8,85.68
1078,1078,441,9,81.63
1079,1079,442,10,83.63
1080,1080,442,12,83.33
1081,1081,443,8,98.67
1082,1082,443,12,100.82
1083,1083,444,14,108.89
1084,1084,444,9,105.87
1085,1085,445,10,81.53
1086,1086,445,8,83.63
1087,1087,446,13,84.8
1088,1088,446,8,79.45
1089,1089,447,10,83.72
1090,1090,447,13,79.56
1091,1091,448,14,82.67
1092,1092,448,14,80.96
1093,1093,449,10,81.35
1094,1094,449,13,85.7
1095,1095,450,11,81.79
1096,1096,450,10,81.85
1097,1097,450,10,85.44
1098,1098,450,12,82.65
1099,1099,451,12,82.65
1100,1100,451,10,85.37
1101,1101,452,14,69.28
1102,1102,452,9,68.01
1103,1103,453,8,100.28
1104,1104,453,10,101.38
1105,1105,454,9,69.79
1106,1106,454,12,68.22
1107,1107,455,13,83.39
1108,1108,455,12,83.37
1109,1109,456,10,81.85
1110,1110,456,13,82.4
1111,1111,457,8,65.59
1112,1112,457,13,69.46
1113,1113,458,11,21.89
1114,1114,458,11,22.76
1115,1115,459,13,81.25
1116,1116,459,8,83.72
1117,1117,460,12,66.13
1118,1118,460,13,65.29
1119,1119,461,10,88.58
1120,1120,461,11,89.53
1121,1121,462,14,82.12
1122,1122,462,14,81.95
1123,1123,463,8,83.95
1124,1124,463,13,87.08
1125,1125,464,13,43.93
1126,1126,464,13,46.24
1127,1127,465,8,31.03
1128,1128,465,12,31.54
1129,1129,466,8,79.92
1130,1130,466,14,76.63
1131,1131,467,13,58.24
