sales_item_id,sales_id,item_id,quantity_sold,selling_price
163,163,350,1,300.0
164,164,175,1,700.0
165,165,1,1,1250.0
166,166,192,2,140.0
167,167,27,1,1000.0
168,168,118,1,1850.0
169,169,10,1,2000.0
170,170,243,1,300.0
171,171,378,1,250.0
172,172,35,1,650.0
173,173,199,2,200.0
174,174,1,1,750.0
175,175,98,5,200.0
176,176,148,1,500.0
177,177,117,1,150.0
178,178,117,1,150.0
179,179,29,1,1900.0
180,180,446,1,150.0
181,181,16,1,850.0
182,182,355,1,150.0
183,183,1,1,150.0
184,184,414,2,100.0
185,185,199,1,180.0
186,186,20,1,200.0
187,187,1,1,1300.0
188,188,23,1,1100.0
189,189,456,1,150.0
190,190,311,1,380.0
191,191,26,1,2000.0
192,192,14,1,2000.0
193,193,3,1,2000.0
194,194,187,1,280.0
195,195,387,2,120.0
196,196,254,4,130.0
197,197,188,1,50.0
198,198,103,1,400.0
199,199,331,4,80.0
200,200,144,2,90.0
201,201,366,2,130.0
202,202,209,1,800.0
203,203,304,1,400.0
204,204,35,1,600.0
205,205,341,2,150.0
206,206,2,1,1500.0
207,207,120,1,1800.0
208,208,147,4,350.0
209,209,57,1,600.0
210,210,10,1,2000.0
211,211,69,1,200.0
212,212,19,1,80.0
213,213,17,3,80.0
214,214,38,4,800.0
215,215,101,1,2200.0
216,216,301,1,400.0
217,217,523,1,70.0
218,218,192,1,150.0
219,219,117,2,150.0
220,220,7,50,30.0
221,221,33,150,30.0
222,222,79,1,300.0
223,223,22,2,650.0
224,224,4,1,650.0
225,225,22,1,650.0
226,226,2,1,650.0
227,227,103,1,400.0
228,228,10,1,2050.0
229,229,78,1,300.0
230,230,22,1,650.0
231,231,57,1,600.0
232,232,2,1,650.0
233,233,2,1,650.0
234,234,338,1,300.0
235,235,339,1,300.0
236,236,22,4,650.0
237,237,38,1,1000.0
238,238,192,1,50.0
239,239,22,1,100.0
240,240,8,2,700.0
241,241,251,1,550.0
242,242,11,1,300.0
243,243,4,1,700.0
244,244,131,1,400.0
245,245,371,1,250.0
246,246,412,2,20.0
247,247,77,1,600.0
248,248,39,1,400.0
249,249,266,2,250.0
250,250,2,1,600.0
251,251,421,1,100.0
252,252,497,1,100.0
253,253,145,2,180.0
254,254,249,2,80.0
255,255,22,1,650.0
256,256,306,1,400.0
257,257,240,1,600.0
258,258,3,1,1800.0
259,259,39,1,400.0
260,260,476,1,100.0
261,261,6,2,900.0
262,262,22,1,600.0
263,263,11,1,300.0
264,264,152,1,1300.0
265,265,69,1,230.0
266,266,13,1,700.0
267,267,136,1,380.0
268,268,116,1,2000.0
269,269,98,1,350.0
270,270,22,1,650.0
271,271,3,1,1900.0
272,272,3,1,2100.0
273,273,159,1,200.0
274,274,54,1,150.0
275,275,3,1,1900.0
276,276,49,2,1900.0
277,277,73,1,600.0
278,278,132,1,180.0
279,279,102,7,80.0
280,280,197,1,900.0
281,281,79,1,250.0
282,282,160,1,1200.0
283,283,13,1,700.0
284,284,73,1,600.0
285,285,235,1,300.0
286,286,229,1,600.0
287,287,183,1,1000.0
288,288,3,1,1950.0
289,289,447,1,150.0
290,290,54,2,130.0
291,291,369,1,250.0
292,292,10,1,2000.0
293,293,468,1,130.0
294,294,2,2,1500.0
295,295,2,1,1500.0
296,296,448,1,150.0
297,297,237,1,600.0
298,298,346,1,300.0
299,299,6,2,1000.0
300,300,11,1,300.0
301,301,4,1,650.0
302,302,61,1,700.0
303,303,330,4,80.0
304,304,424,1,180.0
305,305,58,10,350.0
306,306,297,1,400.0
307,307,149,2,700.0
308,308,39,2,300.0
309,309,3,1,1800.0
310,310,6,10,1000.0
311,311,28,2,800.0
312,312,96,1,2300.0
313,313,14,1,2000.0
314,314,274,1,50.0
315,315,169,1,50.0
316,316,508,1,80.0
317,317,76,1,300.0
318,318,110,1,2000.0
319,319,10,1,2000.0
320,320,271,1,500.0
321,321,290,1,400.0
322,322,35,1,700.0
323,323,200,1,850.0
324,324,8,2,700.0
325,325,35,1,700.0
326,326,172,3,350.0
327,327,139,1,1500.0
328,328,76,1,300.0
329,329,483,1,100.0
330,330,132,2,200.0
331,331,2,1,1400.0
332,332,343,1,300.0
333,333,557,2,15.0
334,334,432,2,80.0
335,335,504,1,80.0
336,336,16,1,950.0
337,337,377,1,250.0
338,338,260,2,150.0
339,339,188,10,50.0
340,340,499,1,50.0
341,341,119,1,900.0
342,342,81,1,800.0
343,343,361,1,280.0
344,344,155,5,250.0
345,345,322,1,350.0
346,346,326,1,350.0
347,347,78,1,400.0
348,348,78,1,100.0
349,349,310,1,180.0
350,350,412,1,20.0
351,351,3,1,1800.0
352,352,98,1,300.0
353,353,3,3,1900.0
354,354,55,1,400.0
355,355,310,1,200.0
356,356,500,1,90.0
357,357,421,1,80.0
358,358,7,1,120.0
359,359,109,3,80.0
360,360,11,1,300.0
361,361,64,1,200.0
362,362,199,1,300.0
363,363,3,1,1900.0
364,364,259,2,250.0
365,365,460,1,150.0
366,366,54,1,150.0
367,367,438,1,150.0
368,368,169,1,50.0
369,369,274,1,50.0
370,370,192,1,150.0
371,371,14,1,1800.0
372,372,9,1,300.0
373,373,283,1,420.0
374,374,39,2,400.0
375,375,4,1,650.0
376,376,354,1,300.0
377,377,12,1,900.0
378,378,367,1,250.0
379,379,218,1,700.0
380,380,83,1,400.0
381,381,7,100,30.0
382,382,74,50,30.0
383,383,291,1,400.0
384,384,308,2,20.0
385,385,400,2,100.0
386,386,241,1,600.0
387,387,422,1,180.0
388,388,78,5,80.0
389,389,162,5,70.0
390,390,3,1,1900.0
391,391,39,1,250.0
392,392,165,1,1100.0
393,393,13,1,700.0
394,394,2,1,1900.0
395,395,246,1,200.0
396,396,288,1,400.0
397,397,145,2,150.0
398,398,131,1,410.0
399,399,78,1,80.0
400,400,412,4,25.0
401,401,28,1,900.0
402,402,265,1,500.0
403,403,1,1,1350.0
404,404,1,1,1750.0
405,405,175,1,300.0
406,406,115,1,2000.0
407,407,1,1,150.0
408,408,467,1,130.0
409,409,20,1,250.0
410,410,2,1,1400.0
411,411,13,1,700.0
412,412,190,1,250.0
413,413,6,1,900.0
414,414,1,1,70.0
415,415,68,1,600.0
416,416,79,1,250.0
417,417,98,1,300.0
418,418,169,1,40.0
419,419,274,1,80.0
420,420,444,1,150.0
421,421,11,1,300.0
422,422,79,1,350.0
423,423,64,1,200.0
424,424,11,1,300.0
425,425,79,1,350.0
426,426,73,1,300.0
427,427,157,1,300.0
428,428,238,1,600.0
429,429,54,1,150.0
430,430,98,1,300.0
431,431,57,1,500.0
432,432,441,1,150.0
433,433,79,1,250.0
434,434,232,1,600.0
435,435,430,2,80.0
436,436,380,1,250.0
437,437,97,1,1200.0
438,438,112,1,2000.0
439,439,404,1,200.0
440,440,327,1,350.0
441,441,169,1,50.0
442,442,54,3,450.0
443,443,136,1,400.0
444,444,274,3,50.0
445,445,64,2,180.0
446,446,502,2,40.0
447,447,8,1,550.0
448,448,100,2,550.0
449,449,45,1,1900.0
450,450,18,6,150.0
451,451,129,1,1700.0
452,452,154,1,1300.0
453,453,190,1,200.0
454,454,144,10,90.0
455,455,55,1,400.0
456,456,234,1,600.0
457,457,157,1,300.0
458,458,34,1,2800.0
459,459,521,1,70.0
460,460,365,2,130.0
461,461,63,2,70.0
462,462,17,5,80.0
463,463,19,3,80.0
464,464,13,1,550.0
465,465,27,1,1000.0
466,466,216,1,350.0
467,467,117,1,150.0
468,468,68,1,600.0
469,469,159,1,200.0
470,470,54,2,120.0
471,471,21,10,300.0
472,472,415,1,200.0
473,473,253,3,180.0
474,474,29,1,1900.0
475,475,3,1,1900.0
476,476,111,1,2000.0
477,477,188,1,50.0
478,478,556,1,30.0
479,479,1,1,1585.0
480,480,182,2,500.0
481,481,1,1,1300.0
482,482,358,1,280.0
483,483,167,1,400.0
484,484,28,1,1100.0
485,485,28,1,1000.0
486,486,28,1,1000.0
487,487,136,2,400.0
488,488,145,4,200.0
489,489,249,8,50.0
490,490,31,12,300.0
491,491,21,4,300.0
492,492,21,10,300.0
493,493,6,1,1000.0
494,494,205,1,800.0
495,495,1,1,480.0
496,496,1,1,400.0
497,497,1,1,1400.0
498,498,1,1,1300.0
499,499,67,1,280.0
500,500,381,1,250.0
501,501,18,1,150.0
502,502,405,1,200.0
503,503,245,6,90.0
504,504,364,3,90.0
505,505,16,1,850.0
506,506,12,3,900.0
507,507,15,2,900.0
508,508,15,2,900.0
509,509,321,1,350.0
510,510,9,1,1200.0
511,511,248,1,400.0
512,512,18,3,120.0
513,513,1,1,495.0
514,514,355,1,150.0
515,515,55,1,400.0
516,516,15,1,900.0
517,517,9,1,1200.0
518,518,195,1,900.0
519,519,131,1,400.0
520,520,198,1,150.0
521,521,359,1,280.0
522,522,18,1,150.0
523,523,13,1,200.0
524,524,466,1,140.0
525,525,162,1,60.0
526,526,474,1,100.0
527,527,434,1,160.0
528,528,307,2,200.0
529,529,478,1,100.0
530,530,471,1,120.0
531,531,457,1,150.0
532,532,461,1,150.0
533,533,8,1,600.0
534,534,34,1,1820.0
535,535,57,2,230.0
536,536,270,6,50.0
537,537,78,1,80.0
538,538,285,4,100.0
539,539,141,26,50.0
540,540,170,1,1100.0
541,541,2,1,1400.0
542,542,117,1,130.0
543,543,8,1,700.0
544,544,23,3,50.0
545,545,23,1,50.0
546,546,23,1,50.0
547,547,44,1,2000.0
548,548,50,1,3800.0
549,549,83,1,200.0
550,550,11,1,350.0
551,551,11,1,350.0
552,552,54,1,130.0
553,553,2,1,1500.0
554,554,67,1,250.0
555,555,212,2,400.0
556,556,9,1,1100.0
557,557,546,1,40.0
558,558,23,5,50.0
559,559,137,1,100.0
560,560,76,1,350.0
561,561,125,1,1700.0
562,562,15,1,1600.0
563,563,8,1,700.0
564,564,260,1,100.0
565,565,19,7,75.0
566,566,273,6,80.0
567,567,278,6,75.0
568,568,94,1,2300.0
569,569,17,7,65.0
570,570,86,7,120.0
571,571,69,2,180.0
572,572,169,2,30.0
573,573,48,1,350.0
574,574,85,2,170.0
575,575,63,5,60.0
576,576,19,7,65.0
577,577,19,10,75.0
578,578,69,2,180.0
579,579,18,12,120.0
580,580,151,12,80.0
581,581,109,12,80.0
582,582,202,50,15.0
583,583,59,5,60.0
584,584,169,2,30.0
585,585,85,2,170.0
586,586,313,2,180.0
587,587,2,1,1400.0
588,588,48,1,350.0
589,589,370,1,250.0
590,590,13,1,700.0
591,591,18,7,120.0
592,592,84,7,120.0
593,593,95,1,2300.0
594,594,36,1,2300.0
595,595,37,7,120.0
596,596,17,5,65.0
597,597,90,3,800.0
598,598,282,7,60.0
599,599,151,7,60.0
600,600,84,7,120.0
601,601,36,1,2300.0
602,602,17,5,65.0
603,603,169,2,30.0
604,604,85,2,170.0
605,605,294,1,100.0
606,606,48,1,350.0
607,607,85,2,170.0
608,608,244,1,230.0
609,609,167,1,350.0
610,610,37,7,120.0
611,611,102,1,80.0
612,612,63,5,80.0
613,613,59,5,80.0
614,614,17,7,65.0
615,615,85,2,170.0
616,616,37,12,120.0
617,617,18,12,120.0
618,618,202,5,15.0
619,619,167,1,350.0
620,620,48,1,350.0
621,621,63,4,80.0
622,622,18,7,120.0
623,623,19,12,65.0
624,624,19,7,65.0
625,625,59,5,80.0
626,626,48,1,350.0
627,627,17,5,65.0
628,628,173,1,1000.0
629,629,86,14,120.0
630,630,76,2,350.0
631,631,12,1,900.0
632,632,23,5,50.0
633,633,23,5,50.0
634,634,436,4,40.0
635,635,130,14,120.0
636,636,554,1,40.0
637,637,544,1,40.0
638,638,435,1,160.0
639,639,48,1,350.0
640,640,85,2,300.0
641,641,63,5,80.0
642,642,23,4,40.0
643,643,244,1,350.0
644,644,48,1,350.0
645,645,69,2,180.0
646,646,294,1,100.0
647,647,59,12,80.0
648,648,63,12,80.0
649,649,169,2,30.0
650,650,221,1,350.0
651,651,48,1,250.0
652,652,221,1,350.0
653,653,56,1,1800.0
654,654,46,1,1250.0
655,655,17,10,65.0
656,656,88,1,1250.0
657,657,19,10,65.0
658,658,395,1,220.0
659,659,146,12,120.0
660,660,296,1,200.0
661,661,287,1,400.0
662,662,162,1,60.0
663,663,24,1,2300.0
664,664,17,12,65.0
665,665,18,12,120.0
666,666,19,10,65.0
667,667,315,2,180.0
668,668,48,1,350.0
669,669,294,1,100.0
670,670,135,12,120.0
671,671,14,1,1800.0
672,672,24,1,2300.0
673,673,296,1,200.0
674,674,261,1,50.0
675,675,117,2,130.0
676,676,144,2,80.0
677,677,18,3,150.0
678,678,2,3,1400.0
679,679,169,2,60.0
680,680,526,1,60.0
681,681,137,1,60.0
682,682,162,1,100.0
683,683,190,1,150.0
684,684,23,1,100.0
685,685,19,5,70.0
686,686,17,10,70.0
687,687,17,10,70.0
688,688,26,1,2000.0
689,689,481,1,100.0
690,690,117,2,130.0
691,691,188,3,40.0
692,692,18,3,150.0
693,693,102,2,80.0
694,694,70,1,3000.0
695,695,215,5,150.0
696,696,157,1,300.0
697,697,308,1,350.0
698,698,4,1,700.0
699,699,13,1,700.0
700,700,78,1,300.0
701,701,23,2,50.0
702,702,485,1,50.0
703,703,23,3,50.0
704,704,280,1,40.0
705,705,280,4,50.0
706,706,485,1,50.0
707,707,511,2,40.0
708,708,23,5,50.0
709,709,280,4,50.0
710,710,376,1,250.0
711,711,4,1,650.0
712,712,23,1,1200.0
713,713,520,2,40.0
714,714,530,2,25.0
715,715,99,1,2200.0
716,716,6,1,900.0
717,717,204,1,400.0
718,718,17,7,100.0
719,719,9,1,1300.0
720,720,20,1,300.0
721,721,104,1,2100.0
722,722,204,1,400.0
723,723,138,1,1500.0
724,724,194,1,450.0
725,725,228,5,120.0
726,726,188,3,30.0
727,727,69,2,180.0
728,728,59,7,80.0
729,729,19,7,65.0
730,730,17,7,65.0
731,731,190,1,250.0
732,732,66,1,3300.0
733,733,14,1,1800.0
734,734,69,2,180.0
735,735,83,1,150.0
736,736,31,1,200.0
737,737,382,1,250.0
738,738,19,5,65.0
739,739,242,1,300.0
740,740,46,1,700.0
741,741,324,1,350.0
742,742,169,5,150.0
743,743,233,1,200.0
744,744,109,10,80.0
745,745,46,1,700.0
746,746,188,5,30.0
747,747,85,1,170.0
748,748,69,2,180.0
749,749,19,10,65.0
750,750,17,5,65.0
751,751,56,1,1800.0
752,752,24,1,2300.0
753,753,208,1,800.0
754,754,48,1,350.0
755,755,117,1,150.0
756,756,9,1,1200.0
757,757,220,1,700.0
758,758,386,1,250.0
759,759,336,1,300.0
760,760,284,1,400.0
761,761,9,1,1200.0
762,762,379,1,250.0
763,763,117,1,150.0
764,764,2,1,1400.0
765,765,41,1,2000.0
766,766,174,1,1000.0
767,767,201,7,120.0
768,768,17,4,65.0
769,769,19,7,65.0
770,770,18,3,120.0
771,771,44,1,2000.0
772,772,144,1,150.0
773,773,185,2,500.0
774,774,85,1,200.0
775,775,453,1,150.0
776,776,65,1,3300.0
777,777,105,1,2000.0
778,778,84,6,150.0
779,779,368,1,250.0
780,780,216,1,400.0
781,781,37,10,120.0
782,782,102,10,80.0
783,783,233,1,200.0
784,784,48,1,450.0
785,785,91,1,2330.0
786,786,479,1,100.0
787,787,88,1,1250.0
788,788,85,1,200.0
789,789,312,2,180.0
790,790,294,1,100.0
791,791,169,5,30.0
792,792,242,2,150.0
793,793,83,1,200.0
794,794,194,1,450.0
795,795,408,1,200.0
796,796,320,1,350.0
797,797,233,1,200.0
798,798,63,10,80.0
799,799,260,1,100.0
800,800,169,1,60.0
801,801,17,7,65.0
802,802,19,10,65.0
803,803,46,1,1250.0
804,804,393,1,230.0
805,805,31,1,200.0
806,806,59,10,80.0
807,807,156,10,120.0
808,808,455,1,150.0
809,809,141,4,40.0
810,810,270,4,40.0
811,811,77,1,850.0
812,812,9,1,1200.0
813,813,224,2,330.0
814,814,13,1,700.0
815,815,76,1,300.0
816,816,179,1,1000.0
817,817,87,1,2500.0
818,818,8,1,700.0
819,819,10,1,2000.0
820,820,325,1,350.0
821,821,126,1,850.0
822,822,126,1,850.0
823,823,153,1,700.0
824,824,166,1,1100.0
825,825,62,2,120.0
826,826,107,2,1000.0
827,827,269,2,250.0
828,828,162,1,60.0
829,829,1,1,1330.0
830,830,279,2,225.0
831,831,23,20,50.0
832,832,372,1,250.0
833,833,503,2,40.0
834,834,452,1,150.0
835,835,543,1,40.0
836,836,472,3,40.0
837,837,540,1,40.0
838,838,470,3,40.0
839,839,527,1,50.0
840,840,512,1,40.0
841,841,519,2,40.0
842,842,2,1,1400.0
843,843,274,1,50.0
844,844,169,1,40.0
845,845,108,1,500.0
846,846,464,2,70.0
847,847,68,1,800.0
848,848,4,1,700.0
849,849,2,1,1300.0
850,850,399,2,100.0
851,851,210,1,400.0
852,852,437,1,150.0
853,853,57,1,800.0
854,854,225,1,650.0
855,855,39,1,750.0
856,856,223,1,700.0
857,857,113,1,2000.0
858,858,43,1,4000.0
859,859,177,1,1000.0
860,860,203,2,400.0
861,861,507,1,80.0
862,862,181,1,1000.0
863,863,67,1,250.0
864,864,11,1,300.0
865,865,124,1,1200.0
866,866,61,1,800.0
867,867,30,15,350.0
868,868,30,1,350.0
869,869,9,3,300.0
870,870,5,200,50.0
871,871,132,7,150.0
872,872,7,200,50.0
873,873,486,1,100.0
874,874,342,1,300.0
875,875,67,6,230.0
876,876,529,1,50.0
877,877,484,2,50.0
878,878,528,1,50.0
879,879,553,1,40.0
880,880,537,1,40.0
881,881,514,2,40.0
882,882,536,1,40.0
883,883,547,1,40.0
884,884,535,1,40.0
885,885,518,2,40.0
886,886,60,1,3400.0
887,887,61,1,900.0
888,888,106,1,2000.0
889,889,8,1,750.0
890,890,263,1,500.0
891,891,128,1,850.0
892,892,128,1,850.0
893,893,318,5,70.0
894,894,5,200,60.0
895,895,93,1,2300.0
896,896,35,1,700.0
897,897,55,1,400.0
898,898,100,2,550.0
899,899,159,3,200.0
900,900,2,1,1400.0
901,901,1,3,150.0
902,902,454,1,150.0
903,903,549,1,40.0
904,904,558,1,30.0
905,905,533,1,45.0
906,906,542,1,40.0
907,907,517,2,40.0
908,908,498,2,50.0
909,909,534,1,45.0
910,910,539,1,40.0
911,911,545,1,40.0
912,912,473,3,40.0
913,913,428,2,90.0
914,914,8,1,650.0
915,915,8,2,650.0
916,916,79,1,250.0
917,917,73,1,300.0
918,918,425,2,90.0
919,919,217,1,180.0
920,920,261,1,50.0
921,921,516,1,80.0
922,922,124,1,550.0
923,923,217,1,550.0
924,924,427,2,90.0
925,925,8,2,650.0
926,926,31,1,300.0
927,927,19,5,80.0
928,928,252,2,275.0
929,929,17,5,70.0
930,930,426,1,180.0
931,931,52,1,3700.0
932,932,2,1,1400.0
933,933,505,1,80.0
934,934,506,1,80.0
935,935,20,1,300.0
936,936,388,2,120.0
937,937,525,1,60.0
938,938,247,4,140.0
939,939,303,1,400.0
940,940,392,1,230.0
941,941,390,3,80.0
942,942,462,1,140.0
943,943,398,1,200.0
944,944,449,1,150.0
945,945,300,1,400.0
946,946,538,1,40.0
947,947,345,2,40.0
948,948,551,1,40.0
949,949,559,1,30.0
950,950,560,1,30.0
951,951,451,1,150.0
952,952,458,3,50.0
953,953,345,1,40.0
954,954,512,1,40.0
955,955,222,1,400.0
956,956,73,1,300.0
957,957,332,1,315.0
958,958,277,1,470.0
959,959,123,1,1790.0
960,960,222,1,300.0
961,961,162,1,50.0
962,962,410,2,100.0
963,963,191,4,230.0
964,964,419,1,180.0
965,965,54,1,150.0
966,966,119,1,950.0
967,967,413,10,20.0
968,968,8,1,700.0
969,969,235,1,300.0
970,970,258,1,250.0
971,971,73,1,300.0
972,972,83,1,150.0
973,973,19,4,100.0
974,974,176,1,1000.0
975,975,344,1,300.0
976,976,15,2,900.0
977,977,402,1,200.0
978,978,465,2,70.0
979,979,305,2,20.0
980,980,305,3,120.0
981,981,35,1,500.0
982,982,55,1,500.0
983,983,429,5,35.0
984,984,309,1,380.0
985,985,272,2,70.0
986,986,329,5,70.0
987,987,475,1,100.0
988,988,4,1,650.0
989,989,80,1,900.0
990,990,80,2,900.0
991,991,442,1,150.0
992,992,391,1,150.0
993,993,289,1,400.0
994,994,337,2,150.0
995,995,89,1,800.0
996,996,515,1,80.0
997,997,433,2,80.0
998,998,33,1,200.0
999,999,180,1,1000.0
1000,1000,40,3,800.0
1001,1001,77,1,800.0
1002,1002,13,1,700.0
1003,1003,67,1,280.0
1004,1004,16,1,850.0
1005,1005,159,1,200.0
1006,1006,81,1,1825.0
1007,1007,8,1,1825.0
1008,1008,20,1,2000.0
1009,1009,187,1,350.0
1010,1010,45,1,2100.0
1011,1011,420,1,180.0
1012,1012,9,1,250.0
1013,1013,362,2,140.0
1014,1014,316,2,180.0
1015,1015,20,14,250.0
1016,1016,9,1,250.0
1017,1017,61,1,1000.0
1018,1018,397,1,200.0
1019,1019,171,1,1100.0
1020,1020,231,2,300.0
1021,1021,2,1,1300.0
1022,1022,443,1,150.0
1023,1023,178,1,1000.0
1024,1024,189,1,950.0
1025,1025,12,1,1000.0
1026,1026,6,1,1000.0
1027,1027,384,5,50.0
1028,1028,319,5,70.0
1029,1029,323,5,70.0
1030,1030,207,1,800.0
1031,1031,396,1,220.0
1032,1032,345,2,70.0
1033,1033,192,2,140.0
1034,1034,312,1,100.0
1035,1035,64,1,150.0
1036,1036,2,2,1200.0
1037,1037,272,5,70.0
1038,1038,163,3,380.0
1039,1039,363,1,280.0
1040,1040,417,1,200.0
1041,1041,403,1,200.0
1042,1042,4,1,650.0
1043,1043,64,1,200.0
1044,1044,164,3,380.0
1045,1045,401,1,200.0
1046,1046,274,1,50.0
1047,1047,211,2,400.0
1048,1048,385,1,250.0
1049,1049,348,1,300.0
1050,1050,11,1,300.0
1051,1051,261,1,150.0
1052,1052,8,2,650.0
1053,1053,103,1,400.0
1054,1054,73,1,300.0
1055,1055,143,3,500.0
1056,1056,261,1,150.0
1057,1057,122,1,1800.0
1058,1058,83,10,150.0
1059,1059,198,1,30.0
1060,1060,89,1,400.0
1061,1061,261,1,100.0
1062,1062,97,1,1100.0
1063,1063,328,1,350.0
1064,1064,286,1,400.0
1065,1065,499,1,50.0
1066,1066,335,1,300.0
1067,1067,492,1,100.0
1068,1068,264,10,50.0
1069,1069,550,1,40.0
1070,1070,345,1,40.0
1071,1071,510,2,40.0
1072,1072,532,1,50.0
1073,1073,509,2,40.0
1074,1074,373,5,50.0
1075,1075,469,3,40.0
1076,1076,245,1,40.0
1077,1077,383,1,250.0
1078,1078,250,1,550.0
1079,1079,2,1,1300.0
1080,1080,39,1,350.0
1081,1081,312,1,100.0
1082,1082,102,1,150.0
1083,1083,62,1,120.0
1084,1084,257,1,500.0
1085,1085,162,2,60.0
1086,1086,258,1,250.0
1087,1087,522,1,70.0
1088,1088,548,2,20.0
1089,1089,524,1,70.0
1090,1090,68,1,600.0
1091,1091,276,5,95.0
1092,1092,275,5,95.0
1093,1093,493,1,95.0
1094,1094,195,1,900.0
1095,1095,155,5,250.0
1096,1096,77,1,800.0
1097,1097,231,2,295.0
1098,1098,9,3,1250.0
1099,1099,431,2,85.0
1100,1100,376,1,250.0
1101,1101,443,1,140.0
1102,1102,488,2,50.0
1103,1103,86,14,115.0
1104,1104,61,1,850.0
1105,1105,67,1,265.0
1106,1106,307,2,200.0
1107,1107,16,1,850.0
1108,1108,151,7,75.0
1109,1109,244,1,285.0
1110,1110,17,3,65.0
1111,1111,2,1,1400.0
1112,1112,144,10,90.0
1113,1113,228,5,120.0
1114,1114,190,1,200.0
1115,1115,162,2,60.0
1116,1116,505,1,80.0
1117,1117,200,1,900.0
1118,1118,527,1,50.0
1119,1119,469,3,40.0
1120,1120,177,1,1050.0
1121,1121,31,1,290.0
1122,1122,1,1,950.0
1123,1123,78,1,105.0
1124,1124,434,1,160.0
1125,1125,84,6,125.0
